uf,mes,de_type,freight_id,price,price_por_dia,contract_days,encontrou_motorista,qt_atividades_falcon,qt_horas_falcon,uf_ajustado,sucesso
SC,2025-02-01,Coleta/Entrega,142822,1440,240.0,6,sim,7.0,1.0,SC,1
PR,2025-02-01,Coleta/Entrega,142823,920,230.0,4,sim,4.0,1.0,PR,1
RS,2025-02-01,Coleta/Entrega,142827,2420,220.0,11,sim,11.0,2.0,RS,1
SP_RM,2025-02-01,Ajudante,142831,160,160.0,1,nao,9.0,8.0,SP_RM,0
SP_RM,2025-02-01,Ajudante,142833,160,160.0,1,nao,9.0,2.0,SP_RM,0
PR,2025-02-01,Ajudante,142837,207,207.0,1,sim,2.0,1.0,PR,1
RS,2025-02-01,Coleta/Entrega,142838,500,250.0,2,sim,11.0,1.0,RS,1
SP_RM,2025-02-01,Coleta/Entrega,142849,3050,305.0,10,sim,12.0,2.0,SP_RM,1
SP_RM,2025-02-01,Ajudante,142853,170,170.0,1,sim,5.0,1.0,SP_RM,1
SP_RM,2025-02-01,Ajudante,142854,170,170.0,1,sim,11.0,3.0,SP_RM,1
SP_RM,2025-02-01,Ajudante,142855,170,170.0,1,sim,9.0,2.0,SP_RM,1
SP_RM,2025-02-01,Ajudante,142856,170,170.0,1,sim,3.0,1.0,SP_RM,1
PR,2025-02-01,Diária,142860,1950,325.0,6,sim,7.0,2.0,PR,1
MG,2025-02-01,Diária,142913,305,305.0,1,sim,2.0,2.0,MG,1
SP_RM,2025-02-01,Coleta/Entrega,142916,3450,230.0,15,sim,12.0,1.0,SP_RM,1
DF,2025-02-01,Diária,142981,5795,305.0,19,sim,5.0,2.0,"(AL, DF, PA, RN, SE)",1
SP_RM,2025-02-01,Diária,142982,610,305.0,2,sim,17.0,13.0,SP_RM,1
RS,2025-02-01,Ajudante,142983,640,160.0,4,sim,8.0,2.0,RS,1
SP,2025-02-01,Diária,142987,340,340.0,1,nao,15.0,20.0,SP,0
SP_RM,2025-02-01,Diária,142992,305,305.0,1,sim,4.0,5.0,SP_RM,1
SE,2025-02-01,Diária,142995,230,230.0,1,sim,5.0,1.0,"(AL, DF, PA, RN, SE)",1
PE,2025-02-01,Diária,142997,440,220.0,2,sim,5.0,3.0,PE,1
SC,2025-02-01,Coleta/Entrega,142998,902,225.5,4,sim,8.0,6.0,SC,1
SP_RM,2025-02-01,Diária,142999,1560,260.0,6,sim,9.0,3.0,SP_RM,1
SP,2025-02-01,Diária,143009,2897,289.7,10,sim,5.0,3.0,SP,1
SP,2025-02-01,Ajudante,143011,120,120.0,1,sim,7.0,1.0,SP,1
RJ,2025-02-01,Diária,143014,2080,260.0,8,sim,5.0,2.0,RJ,1
SP,2025-02-01,Coleta/Entrega,143016,810,270.0,3,sim,3.0,3.0,SP,1
SP,2025-02-01,Coleta/Entrega,143017,1080,270.0,4,sim,8.0,2.0,SP,1
SP,2025-02-01,Diária,143026,372,372.0,1,nao,9.0,2.0,SP,0
MG,2025-02-01,Diária,143028,2730,341.25,8,sim,1.0,1.0,MG,1
MG,2025-02-01,Diária,143029,520,260.0,2,sim,12.0,4.0,MG,1
SP_RM,2025-02-01,Ajudante,143038,135,135.0,1,nao,10.0,2.0,SP_RM,0
SP_RM,2025-02-01,Coleta/Entrega,143041,164,164.0,1,sim,5.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,143043,160,160.0,1,sim,6.0,1.0,SP_RM,1
SP,2025-02-01,Diária,143044,3660,305.0,12,sim,15.0,6.0,SP,1
SP_RM,2025-02-01,Ajudante,143051,160,160.0,1,nao,17.0,9.0,SP_RM,0
SC,2025-02-01,Coleta/Entrega,143052,305,305.0,1,sim,11.0,2.0,SC,1
PR,2025-02-01,Diária,143053,1220,305.0,4,nao,9.0,2.0,PR,0
SP_RM,2025-02-01,Ajudante,143058,160,160.0,1,sim,3.0,1.0,SP_RM,1
SP_RM,2025-02-01,Ajudante,143060,160,160.0,1,sim,12.0,3.0,SP_RM,1
SP,2025-02-01,Ajudante,143065,150,150.0,1,sim,13.0,21.0,SP,1
SP,2025-02-01,Coleta/Entrega,143070,880,220.0,4,sim,6.0,1.0,SP,1
SP_RM,2025-02-01,Diária,143074,1525,305.0,5,sim,8.0,2.0,SP_RM,1
SP,2025-02-01,Diária,143075,10065,305.0,33,sim,1.0,1.0,SP,1
SP_RM,2025-02-01,Ajudante,143093,125,125.0,1,nao,9.0,2.0,SP_RM,0
SP,2025-02-01,Ajudante,143112,720,180.0,4,nao,9.0,3.0,SP,0
SP,2025-02-01,Coleta/Entrega,143117,880,220.0,4,nao,12.0,2.0,SP,0
PR,2025-02-01,Diária,143128,3965,305.0,13,sim,5.0,5.0,PR,1
SP,2025-02-01,Diária,143130,915,305.0,3,sim,5.0,3.0,SP,1
SP_RM,2025-02-01,Coleta/Entrega,143134,1830,305.0,6,sim,5.0,1.0,SP_RM,1
MG,2025-02-01,Diária,143136,260,260.0,1,sim,6.0,2.0,MG,1
RS,2025-02-01,Diária,143137,1525,305.0,5,nao,7.0,2.0,RS,0
SP_RM,2025-02-01,Ajudante,143145,150,150.0,1,nao,4.0,1.0,SP_RM,0
SP,2025-02-01,Diária,143154,2860,260.0,11,sim,7.0,6.0,SP,1
SP,2025-02-01,Diária,143157,3050,305.0,10,sim,3.0,2.0,SP,1
SC,2025-02-01,Coleta/Entrega,143161,1100,220.0,5,sim,9.0,3.0,SC,1
SP,2025-02-01,Diária,143167,3302,300.1818181818182,11,sim,7.0,8.0,SP,1
PR,2025-02-01,Diária,143168,10875,375.0,29,sim,1.0,1.0,PR,1
SP,2025-02-01,Ajudante,143173,720,180.0,4,nao,3.0,1.0,SP,0
SP_RM,2025-02-01,Coleta/Entrega,143176,276,276.0,1,sim,11.0,2.0,SP_RM,1
SP_RM,2025-02-01,Diária,143177,1040,260.0,4,sim,6.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,143182,328,164.0,2,sim,8.0,1.0,SP_RM,1
SP,2025-02-01,Diária,143188,1525,305.0,5,sim,2.0,1.0,SP,1
RJ,2025-02-01,Coleta/Entrega,143189,1525,305.0,5,nao,12.0,2.0,RJ,0
MS,2025-02-01,Ajudante,143190,750,150.0,5,sim,3.0,1.0,MS,1
SP_RM,2025-02-01,Diária,143191,312,312.0,1,sim,5.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,143195,305,305.0,1,nao,13.0,3.0,SP_RM,0
SP,2025-02-01,Coleta/Entrega,143198,4500,375.0,12,sim,5.0,1.0,SP,1
PR,2025-02-01,Diária,143201,3050,305.0,10,nao,4.0,1.0,PR,0
SP_RM,2025-02-01,Ajudante,143206,3600,144.0,25,sim,8.0,2.0,SP_RM,1
RS,2025-02-01,Coleta/Entrega,143221,540,270.0,2,sim,6.0,1.0,RS,1
RS,2025-02-01,Coleta/Entrega,143234,10500,300.0,35,sim,12.0,2.0,RS,1
RS,2025-02-01,Coleta/Entrega,143235,1800,300.0,6,sim,10.0,1.0,RS,1
SP,2025-02-01,Ajudante,143242,540,180.0,3,nao,9.0,2.0,SP,0
SP_RM,2025-02-01,Coleta/Entrega,143248,520,260.0,2,nao,11.0,1.0,SP_RM,0
SP,2025-02-01,Coleta/Entrega,143249,555,185.0,3,sim,6.0,2.0,SP,1
PR,2025-02-01,Coleta/Entrega,143252,1220,305.0,4,sim,11.0,2.0,PR,1
SP_RM,2025-02-01,Ajudante,143266,165,165.0,1,sim,23.0,6.0,SP_RM,1
SP,2025-02-01,Diária,143300,3355,305.0,11,sim,6.0,2.0,SP,1
MT,2025-02-01,Coleta/Entrega,143303,440,220.0,2,sim,4.0,1.0,MT,1
PR,2025-02-01,Diária,143329,790,395.0,2,nao,10.0,4.0,PR,0
SP,2025-02-01,Diária,143330,273,273.0,1,nao,10.0,3.0,SP,0
MG,2025-02-01,Diária,143364,8845,305.0,29,sim,1.0,1.0,MG,1
MG,2025-02-01,Diária,143369,4270,305.0,14,sim,5.0,1.0,MG,1
SP_RM,2025-02-01,Ajudante,143378,450,150.0,3,sim,12.0,2.0,SP_RM,1
SP,2025-02-01,Coleta/Entrega,143405,225,225.0,1,sim,3.0,1.0,SP,1
MG,2025-02-01,Ajudante,143418,150,150.0,1,nao,1.0,1.0,MG,0
SP,2025-02-01,Diária,143422,4727,315.1333333333333,15,sim,3.0,1.0,SP,1
SP,2025-02-01,Coleta/Entrega,143428,270,270.0,1,sim,12.0,4.0,SP,1
SP,2025-02-01,Ajudante,143429,150,150.0,1,sim,8.0,2.0,SP,1
SP,2025-02-01,Coleta/Entrega,143433,880,220.0,4,nao,5.0,1.0,SP,0
SP,2025-02-01,Coleta/Entrega,143434,880,220.0,4,sim,3.0,1.0,SP,1
PR,2025-02-01,Ajudante,143447,180,180.0,1,nao,4.0,8.0,PR,0
SC,2025-02-01,Coleta/Entrega,143448,2340,260.0,9,sim,4.0,1.0,SC,1
SP,2025-02-01,Coleta/Entrega,143451,2860,260.0,11,sim,11.0,2.0,SP,1
RJ,2025-02-01,Coleta/Entrega,143453,230,230.0,1,sim,7.0,2.0,RJ,1
RJ,2025-02-01,Coleta/Entrega,143454,690,230.0,3,sim,6.0,1.0,RJ,1
SP_RM,2025-02-01,Coleta/Entrega,143479,260,260.0,1,nao,13.0,3.0,SP_RM,0
RJ,2025-02-01,Coleta/Entrega,143482,630,210.0,3,sim,5.0,1.0,RJ,1
SP,2025-02-01,Diária,143483,395,395.0,1,sim,3.0,1.0,SP,1
RS,2025-02-01,Coleta/Entrega,143493,220,220.0,1,sim,11.0,4.0,RS,1
RS,2025-02-01,Ajudante,143498,510,170.0,3,sim,7.0,3.0,RS,1
SP,2025-02-01,Coleta/Entrega,143500,2080,260.0,8,sim,10.0,2.0,SP,1
SC,2025-02-01,Coleta/Entrega,143507,660,220.0,3,sim,6.0,3.0,SC,1
SP_RM,2025-02-01,Coleta/Entrega,143515,230,230.0,1,sim,8.0,2.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,143517,230,230.0,1,sim,8.0,1.0,SP_RM,1
RJ,2025-02-01,Coleta/Entrega,143519,1040,260.0,4,sim,11.0,4.0,RJ,1
PR,2025-02-01,Coleta/Entrega,143541,260,260.0,1,nao,6.0,1.0,PR,0
SP,2025-02-01,Coleta/Entrega,143550,305,305.0,1,sim,5.0,1.0,SP,1
SC,2025-02-01,Diária,143558,4290,330.0,13,nao,2.0,1.0,SC,0
MG,2025-02-01,Diária,143567,2440,305.0,8,sim,12.0,6.0,MG,1
SP,2025-02-01,Ajudante,143574,200,200.0,1,sim,5.0,1.0,SP,1
SP,2025-02-01,Diária,143588,2745,305.0,9,sim,3.0,1.0,SP,1
SP_RM,2025-02-01,Coleta/Entrega,143591,610,305.0,2,nao,11.0,2.0,SP_RM,0
SP,2025-02-01,Diária,143597,9585,355.0,27,nao,8.0,6.0,SP,0
PR,2025-02-01,Diária,143601,10875,310.7142857142857,35,sim,6.0,1.0,PR,1
SP,2025-02-01,Diária,143606,3965,305.0,13,sim,10.0,3.0,SP,1
SP_RM,2025-02-01,Diária,143609,2385,265.0,9,sim,3.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,143611,1100,366.6666666666667,3,sim,11.0,19.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,143648,780,260.0,3,sim,11.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,143650,210,210.0,1,nao,10.0,1.0,SP_RM,0
MG,2025-02-01,Ajudante,143659,150,150.0,1,nao,7.0,4.0,MG,0
SP_RM,2025-02-01,Coleta/Entrega,143666,1840,230.0,8,sim,11.0,3.0,SP_RM,1
SP,2025-02-01,Ajudante,143675,1310,163.75,8,sim,26.0,26.0,SP,1
SP,2025-02-01,Diária,143679,2135,305.0,7,sim,1.0,1.0,SP,1
SP_RM,2025-02-01,Coleta/Entrega,143694,1578,225.42857142857142,7,nao,10.0,3.0,SP_RM,0
SP_RM,2025-02-01,Coleta/Entrega,143695,1578,225.42857142857142,7,sim,12.0,3.0,SP_RM,1
SC,2025-02-01,Coleta/Entrega,143709,2745,305.0,9,sim,8.0,1.0,SC,1
SP,2025-02-01,Coleta/Entrega,143715,610,305.0,2,sim,7.0,6.0,SP,1
MG,2025-02-01,Coleta/Entrega,143718,170,170.0,1,nao,3.0,2.0,MG,0
MG,2025-02-01,Coleta/Entrega,143721,276,276.0,1,sim,11.0,2.0,MG,1
SP_RM,2025-02-01,Coleta/Entrega,143726,1525,254.16666666666666,6,sim,11.0,2.0,SP_RM,1
SP_RM,2025-02-01,Ajudante,143742,150,150.0,1,sim,9.0,3.0,SP_RM,1
SP,2025-02-01,Coleta/Entrega,143744,610,305.0,2,nao,8.0,2.0,SP,0
MG,2025-02-01,Coleta/Entrega,143761,2166,270.75,8,sim,10.0,3.0,MG,1
MG,2025-02-01,Coleta/Entrega,143765,1050,210.0,5,sim,1.0,1.0,MG,1
SC,2025-03-01,Diária,143766,1590,265.0,6,sim,16.0,16.0,SC,1
SP,2025-02-01,Coleta/Entrega,143770,260,260.0,1,sim,5.0,1.0,SP,1
SP,2025-02-01,Coleta/Entrega,143771,328,164.0,2,sim,9.0,2.0,SP,1
SP,2025-02-01,Coleta/Entrega,143772,242,242.0,1,nao,12.0,3.0,SP,0
SP_RM,2025-02-01,Coleta/Entrega,143775,230,230.0,1,sim,12.0,1.0,SP_RM,1
SP_RM,2025-02-01,Ajudante,143780,150,150.0,1,nao,9.0,8.0,SP_RM,0
SP_RM,2025-02-01,Coleta/Entrega,143786,225,225.0,1,sim,14.0,26.0,SP_RM,1
RS,2025-02-01,Ajudante,143797,1200,133.33333333333334,9,nao,6.0,1.0,RS,0
RS,2025-02-01,Ajudante,143798,1400,200.0,7,sim,11.0,2.0,RS,1
RS,2025-02-01,Ajudante,143800,2800,200.0,14,sim,13.0,5.0,RS,1
SP_RM,2025-02-01,Diária,143803,7280,260.0,28,sim,11.0,13.0,SP_RM,1
SC,2025-02-01,Diária,143811,305,305.0,1,sim,12.0,12.0,SC,1
PR,2025-02-01,Diária,143815,1625,325.0,5,nao,8.0,13.0,PR,0
SP_RM,2025-02-01,Diária,143833,520,260.0,2,sim,3.0,1.0,SP_RM,1
SP,2025-02-01,Ajudante,143850,150,150.0,1,nao,24.0,14.0,SP,0
SP,2025-02-01,Diária,143854,7810,355.0,22,sim,1.0,1.0,SP,1
SP,2025-02-01,Diária,143872,5625,375.0,15,sim,7.0,3.0,SP,1
PR,2025-02-01,Coleta/Entrega,143877,264,264.0,1,nao,11.0,2.0,PR,0
SP,2025-02-01,Ajudante,143888,555,277.5,2,nao,12.0,3.0,SP,0
ES,2025-03-01,Ajudante,143894,750,150.0,5,nao,5.0,2.0,ES,0
ES,2025-03-01,Ajudante,143896,750,150.0,5,nao,7.0,4.0,ES,0
SP_RM,2025-02-01,Coleta/Entrega,143913,220,220.0,1,sim,13.0,3.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,143916,260,260.0,1,sim,12.0,2.0,SP_RM,1
SC,2025-02-01,Coleta/Entrega,143918,230,230.0,1,sim,12.0,2.0,SC,1
SP_RM,2025-02-01,Ajudante,143920,120,120.0,1,nao,10.0,6.0,SP_RM,0
SP_RM,2025-02-01,Ajudante,143921,120,120.0,1,nao,11.0,8.0,SP_RM,0
SP_RM,2025-02-01,Ajudante,143924,125,125.0,1,nao,8.0,2.0,SP_RM,0
MT,2025-02-01,Ajudante,143940,450,150.0,3,nao,4.0,14.0,MT,0
SP,2025-02-01,Diária,143945,2790,348.75,8,sim,5.0,2.0,SP,1
SP,2025-02-01,Ajudante,143954,150,150.0,1,sim,4.0,2.0,SP,1
RS,2025-02-01,Ajudante,143956,200,200.0,1,nao,2.0,2.0,RS,0
PR,2025-02-01,Ajudante,143962,150,150.0,1,nao,2.0,1.0,PR,0
PR,2025-02-01,Diária,143975,610,305.0,2,nao,3.0,2.0,PR,0
SP,2025-02-01,Coleta/Entrega,143984,220,220.0,1,nao,12.0,2.0,SP,0
BA,2025-02-01,Ajudante,143991,125,125.0,1,sim,11.0,2.0,BA,1
ES,2025-02-01,Ajudante,143993,180,180.0,1,nao,12.0,3.0,ES,0
SP,2025-02-01,Coleta/Entrega,143998,270,270.0,1,sim,12.0,2.0,SP,1
SP_RM,2025-02-01,Ajudante,144004,150,150.0,1,nao,18.0,5.0,SP_RM,0
SP_RM,2025-02-01,Ajudante,144013,180,180.0,1,sim,18.0,9.0,SP_RM,1
SP,2025-02-01,Ajudante,144016,180,180.0,1,sim,11.0,3.0,SP,1
SP_RM,2025-02-01,Coleta/Entrega,144033,308,308.0,1,sim,7.0,1.0,SP_RM,1
SP_RM,2025-02-01,Ajudante,144074,180,180.0,1,sim,12.0,3.0,SP_RM,1
SP_RM,2025-02-01,Ajudante,144076,180,180.0,1,nao,11.0,3.0,SP_RM,0
SP_RM,2025-02-01,Ajudante,144077,180,180.0,1,sim,10.0,2.0,SP_RM,1
SP_RM,2025-02-01,Ajudante,144094,180,180.0,1,sim,3.0,1.0,SP_RM,1
SP,2025-02-01,Ajudante,144102,150,150.0,1,nao,3.0,1.0,SP,0
SP,2025-02-01,Ajudante,144107,150,150.0,1,nao,2.0,1.0,SP,0
SP,2025-02-01,Ajudante,144111,150,150.0,1,sim,14.0,5.0,SP,1
SP,2025-02-01,Ajudante,144113,150,150.0,1,nao,21.0,6.0,SP,0
SP,2025-02-01,Ajudante,144128,875,175.0,5,sim,3.0,1.0,SP,1
SP_RM,2025-02-01,Coleta/Entrega,144150,235,235.0,1,sim,7.0,2.0,SP_RM,1
SP,2025-02-01,Ajudante,144151,480,160.0,3,sim,10.0,2.0,SP,1
PR,2025-02-01,Diária,144157,2135,305.0,7,sim,2.0,1.0,PR,1
SP,2025-02-01,Coleta/Entrega,144164,3120,240.0,13,sim,1.0,1.0,SP,1
SC,2025-02-01,Ajudante,144170,320,160.0,2,nao,7.0,1.0,SC,0
SP_RM,2025-02-01,Coleta/Entrega,144172,230,230.0,1,sim,5.0,1.0,SP_RM,1
MG,2025-02-01,Diária,144178,260,260.0,1,sim,6.0,4.0,MG,1
SP,2025-02-01,Coleta/Entrega,144189,305,305.0,1,sim,12.0,2.0,SP,1
SP_RM,2025-02-01,Coleta/Entrega,144191,273,273.0,1,sim,12.0,5.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,144208,230,230.0,1,sim,12.0,2.0,SP_RM,1
MG,2025-02-01,Diária,144211,260,260.0,1,sim,6.0,10.0,MG,1
PR,2025-02-01,Ajudante,144226,560,140.0,4,sim,2.0,1.0,PR,1
SP,2025-02-01,Diária,144232,1525,305.0,5,sim,10.0,11.0,SP,1
PR,2025-02-01,Diária,144239,9397,313.23333333333335,30,sim,23.0,6.0,PR,1
PR,2025-02-01,Diária,144245,13115,305.0,43,sim,1.0,1.0,PR,1
PR,2025-02-01,Ajudante,144251,120,120.0,1,sim,7.0,2.0,PR,1
SP_RM,2025-02-01,Diária,144252,2135,305.0,7,nao,2.0,1.0,SP_RM,0
SP,2025-02-01,Diária,144256,1525,305.0,5,nao,1.0,1.0,SP,0
RJ,2025-03-01,Coleta/Entrega,144283,2300,230.0,10,sim,12.0,2.0,RJ,1
RJ,2025-03-01,Coleta/Entrega,144292,3220,230.0,14,sim,1.0,1.0,RJ,1
SP_RM,2025-02-01,Ajudante,144298,170,170.0,1,sim,12.0,4.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,144301,260,260.0,1,sim,8.0,2.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,144302,520,260.0,2,sim,3.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,144303,260,260.0,1,sim,9.0,2.0,SP_RM,1
ES,2025-02-01,Diária,144308,3950,395.0,10,nao,5.0,9.0,ES,0
ES,2025-02-01,Diária,144309,9480,395.0,24,sim,3.0,2.0,ES,1
MG,2025-02-01,Diária,144328,3270,272.5,12,sim,2.0,1.0,MG,1
RS,2025-02-01,Diária,144339,8845,305.0,29,sim,11.0,4.0,RS,1
SP_RM,2025-02-01,Ajudante,144340,160,160.0,1,sim,6.0,3.0,SP_RM,1
SP_RM,2025-02-01,Ajudante,144341,640,160.0,4,nao,10.0,2.0,SP_RM,0
SP,2025-02-01,Diária,144345,7320,305.0,24,sim,6.0,2.0,SP,1
CE,2025-02-01,Ajudante,144350,200,100.0,2,sim,5.0,1.0,CE,1
SP,2025-02-01,Diária,144376,1660,415.0,4,nao,4.0,1.0,SP,0
PR,2025-02-01,Diária,144380,4785,341.7857142857143,14,sim,7.0,3.0,PR,1
RJ,2025-02-01,Diária,144386,3050,305.0,10,sim,8.0,4.0,RJ,1
SP_RM,2025-02-01,Ajudante,144412,150,150.0,1,sim,8.0,2.0,SP_RM,1
MG,2025-02-01,Coleta/Entrega,144423,220,220.0,1,sim,12.0,1.0,MG,1
MG,2025-02-01,Diária,144443,805,268.3333333333333,3,sim,4.0,31.0,MG,1
SP_RM,2025-02-01,Ajudante,144452,600,120.0,5,nao,5.0,3.0,SP_RM,0
MS,2025-02-01,Ajudante,144462,900,150.0,6,nao,6.0,5.0,MS,0
SP,2025-02-01,Coleta/Entrega,144466,1325,265.0,5,sim,6.0,1.0,SP,1
SP_RM,2025-02-01,Coleta/Entrega,144485,1540,220.0,7,nao,11.0,2.0,SP_RM,0
PR,2025-02-01,Diária,144496,2440,305.0,8,sim,6.0,1.0,PR,1
SC,2025-02-01,Coleta/Entrega,144501,230,230.0,1,sim,4.0,2.0,SC,1
PR,2025-02-01,Coleta/Entrega,144513,3355,372.77777777777777,9,sim,10.0,2.0,PR,1
SP_RM,2025-02-01,Coleta/Entrega,144535,520,260.0,2,sim,9.0,2.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,144548,960,137.14285714285714,7,nao,8.0,5.0,SP_RM,0
SC,2025-02-01,Coleta/Entrega,144552,1440,240.0,6,sim,5.0,1.0,SC,1
SC,2025-02-01,Coleta/Entrega,144553,1440,240.0,6,sim,1.0,1.0,SC,1
SC,2025-02-01,Coleta/Entrega,144554,1200,240.0,5,sim,1.0,1.0,SC,1
SP_RM,2025-02-01,Coleta/Entrega,144559,1830,305.0,6,sim,4.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,144560,1830,305.0,6,sim,5.0,4.0,SP_RM,1
MG,2025-02-01,Diária,144574,1830,305.0,6,sim,6.0,4.0,MG,1
SP,2025-02-01,Ajudante,144637,320,160.0,2,nao,9.0,5.0,SP,0
SP,2025-02-01,Ajudante,144638,320,160.0,2,nao,3.0,1.0,SP,0
SP,2025-02-01,Ajudante,144639,160,160.0,1,nao,16.0,6.0,SP,0
SP,2025-02-01,Ajudante,144640,320,160.0,2,sim,12.0,3.0,SP,1
MG,2025-02-01,Coleta/Entrega,144652,270,270.0,1,nao,7.0,1.0,MG,0
SP,2025-02-01,Ajudante,144674,340,170.0,2,sim,3.0,1.0,SP,1
SP_RM,2025-02-01,Ajudante,144688,150,150.0,1,sim,11.0,3.0,SP_RM,1
SP,2025-02-01,Diária,144700,1300,325.0,4,sim,12.0,8.0,SP,1
RS,2025-03-01,Coleta/Entrega,144712,3600,300.0,12,sim,7.0,3.0,RS,1
SP,2025-02-01,Ajudante,144727,400,200.0,2,sim,4.0,2.0,SP,1
SP,2025-02-01,Ajudante,144730,400,200.0,2,sim,4.0,1.0,SP,1
MG,2025-02-01,Diária,144736,4270,305.0,14,sim,8.0,14.0,MG,1
MG,2025-02-01,Ajudante,144748,431,143.66666666666666,3,sim,5.0,1.0,MG,1
SP_RM,2025-02-01,Ajudante,144762,680,170.0,4,nao,1.0,1.0,SP_RM,0
SP,2025-02-01,Diária,144780,3202,291.09090909090907,11,sim,8.0,4.0,SP,1
SP,2025-02-01,Coleta/Entrega,144786,312,312.0,1,nao,9.0,3.0,SP,0
SP_RM,2025-02-01,Coleta/Entrega,144787,440,220.0,2,sim,12.0,1.0,SP_RM,1
SP,2025-02-01,Diária,144791,3355,305.0,11,sim,5.0,3.0,SP,1
RJ,2025-02-01,Diária,144800,6405,305.0,21,sim,3.0,1.0,RJ,1
MG,2025-02-01,Ajudante,144807,150,150.0,1,nao,16.0,10.0,MG,0
SE,2025-02-01,Diária,144810,2340,260.0,9,sim,6.0,3.0,"(AL, DF, PA, RN, SE)",1
SP_RM,2025-02-01,Ajudante,144816,120,120.0,1,nao,20.0,5.0,SP_RM,0
SC,2025-02-01,Coleta/Entrega,144821,3710,265.0,14,sim,9.0,5.0,SC,1
RJ,2025-02-01,Coleta/Entrega,144825,1060,265.0,4,sim,12.0,2.0,RJ,1
SP,2025-02-01,Coleta/Entrega,144826,260,260.0,1,sim,8.0,2.0,SP,1
SP,2025-02-01,Coleta/Entrega,144832,880,220.0,4,sim,9.0,1.0,SP,1
MG,2025-02-01,Coleta/Entrega,144836,270,270.0,1,sim,12.0,1.0,MG,1
SC,2025-02-01,Coleta/Entrega,144845,3710,265.0,14,sim,12.0,2.0,SC,1
SP_RM,2025-02-01,Coleta/Entrega,144848,690,230.0,3,sim,11.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,144853,1400,280.0,5,sim,12.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,144855,3080,280.0,11,sim,1.0,1.0,SP_RM,1
SP,2025-02-01,Ajudante,144865,600,150.0,4,sim,9.0,2.0,SP,1
RJ,2025-02-01,Diária,144869,4270,305.0,14,sim,30.0,11.0,RJ,1
SP,2025-02-01,Coleta/Entrega,144872,2300,209.0909090909091,11,sim,7.0,1.0,SP,1
SP,2025-02-01,Coleta/Entrega,144873,2300,209.0909090909091,11,nao,19.0,27.0,SP,0
SP_RM,2025-02-01,Coleta/Entrega,144874,2860,158.88888888888889,18,sim,11.0,1.0,SP_RM,1
SC,2025-02-01,Coleta/Entrega,144878,212,212.0,1,nao,9.0,1.0,SC,0
SP_RM,2025-02-01,Coleta/Entrega,144880,260,260.0,1,sim,10.0,2.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,144882,305,305.0,1,nao,10.0,4.0,SP_RM,0
SP_RM,2025-02-01,Ajudante,144883,600,150.0,4,sim,8.0,1.0,SP_RM,1
BA,2025-02-01,Coleta/Entrega,144887,656,164.0,4,sim,12.0,1.0,BA,1
SP_RM,2025-02-01,Coleta/Entrega,144891,1100,220.0,5,sim,3.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,144897,660,220.0,3,sim,1.0,1.0,SP_RM,1
SP_RM,2025-02-01,Ajudante,144899,600,150.0,4,nao,5.0,2.0,SP_RM,0
MS,2025-02-01,Ajudante,144909,750,150.0,5,nao,3.0,1.0,MS,0
SP_RM,2025-02-01,Coleta/Entrega,144920,885,221.25,4,sim,12.0,2.0,SP_RM,1
DF,2025-02-01,Diária,144928,11895,305.0,39,sim,6.0,2.0,"(AL, DF, PA, RN, SE)",1
MG,2025-03-01,Ajudante,144931,375,125.0,3,sim,9.0,5.0,MG,1
SP_RM,2025-02-01,Coleta/Entrega,144939,220,220.0,1,nao,12.0,2.0,SP_RM,0
GO,2025-02-01,Coleta/Entrega,144943,235,235.0,1,nao,12.0,4.0,GO,0
SP_RM,2025-02-01,Ajudante,144950,460,230.0,2,sim,4.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,144954,230,230.0,1,sim,4.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,144957,260,260.0,1,sim,10.0,2.0,SP_RM,1
MG,2025-02-01,Diária,144967,533,266.5,2,sim,3.0,1.0,MG,1
RS,2025-02-01,Diária,144976,1830,305.0,6,nao,11.0,20.0,RS,0
MA,2025-02-01,Ajudante,144983,143,143.0,1,sim,7.0,2.0,MA,1
