uf,mes,de_type,freight_id,price,price_por_dia,contract_days,encontrou_motorista,qt_atividades_falcon,qt_horas_falcon,uf_ajustado,sucesso
SP,2025-01-01,Coleta/Entrega,135673,276,276.0,1,nao,7.0,3.0,SP,0
SP,2025-01-01,Ajudante,135675,300,150.0,2,nao,11.0,22.0,SP,0
PB,2025-01-01,Ajudante,135680,125,125.0,1,sim,7.0,2.0,PB,1
PA,2025-01-01,Diária,135682,4575,305.0,15,nao,2.0,26.0,"(AL, DF, PA, RN, SE)",0
SP_RM,2025-01-01,Diária,135686,2135,305.0,7,nao,1.0,1.0,SP_RM,0
ES,2025-01-01,Diária,135689,4689,312.6,15,nao,2.0,1.0,ES,0
RS,2025-01-01,Ajudante,135690,450,150.0,3,sim,4.0,3.0,RS,1
PE,2025-01-01,Ajudante,135692,125,125.0,1,sim,1.0,1.0,PE,1
SP_RM,2025-01-01,Ajudante,135696,150,150.0,1,sim,2.0,1.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,135698,220,220.0,1,nao,5.0,1.0,SP_RM,0
SP_RM,2025-01-01,Coleta/Entrega,135699,220,220.0,1,nao,5.0,1.0,SP_RM,0
SP_RM,2025-01-01,Coleta/Entrega,135700,220,220.0,1,nao,6.0,1.0,SP_RM,0
SP_RM,2025-01-01,Coleta/Entrega,135703,260,260.0,1,nao,12.0,2.0,SP_RM,0
SP,2025-01-01,Coleta/Entrega,135725,2431,270.1111111111111,9,sim,10.0,5.0,SP,1
SP,2025-01-01,Coleta/Entrega,135727,5200,325.0,16,sim,4.0,1.0,SP,1
SP_RM,2025-01-01,Ajudante,135729,172,172.0,1,sim,1.0,1.0,SP_RM,1
SP,2025-01-01,Diária,135732,5795,305.0,19,sim,12.0,2.0,SP,1
SP,2025-01-01,Diária,135734,4270,305.0,14,sim,1.0,1.0,SP,1
SP,2025-01-01,Coleta/Entrega,135744,260,260.0,1,sim,12.0,2.0,SP,1
SP_RM,2025-01-01,Coleta/Entrega,135746,470,235.0,2,sim,14.0,2.0,SP_RM,1
MG,2025-01-01,Coleta/Entrega,135755,2080,231.11111111111111,9,sim,10.0,3.0,MG,1
SC,2025-01-01,Diária,135771,920,230.0,4,sim,5.0,1.0,SC,1
RJ,2025-01-01,Coleta/Entrega,135773,4575,305.0,15,sim,10.0,2.0,RJ,1
RJ,2025-01-01,Coleta/Entrega,135783,231,231.0,1,sim,10.0,1.0,RJ,1
SP_RM,2025-01-01,Diária,135790,1100,220.0,5,nao,17.0,8.0,SP_RM,0
SP_RM,2025-01-01,Diária,135792,1100,220.0,5,nao,1.0,1.0,SP_RM,0
PR,2025-01-01,Diária,135794,12350,441.07142857142856,28,sim,34.0,18.0,PR,1
SP,2025-01-01,Diária,135798,2135,305.0,7,sim,26.0,24.0,SP,1
RJ,2025-01-01,Coleta/Entrega,135803,2070,230.0,9,sim,12.0,3.0,RJ,1
SP,2025-01-01,Diária,135807,16775,305.0,55,sim,9.0,2.0,SP,1
SP,2025-01-01,Diária,135810,9150,305.0,30,sim,3.0,1.0,SP,1
MA,2025-01-01,Diária,135822,10400,325.0,32,sim,9.0,8.0,MA,1
SP_RM,2025-01-01,Ajudante,135833,420,420.0,1,sim,3.0,1.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,136114,4420,260.0,17,sim,4.0,1.0,SP_RM,1
PR,2025-01-01,Ajudante,136250,1200,120.0,10,nao,4.0,1.0,PR,0
SP_RM,2025-01-01,Coleta/Entrega,136296,451,225.5,2,nao,12.0,4.0,SP_RM,0
SP_RM,2025-01-01,Coleta/Entrega,136300,451,225.5,2,nao,8.0,2.0,SP_RM,0
SP,2025-01-01,Coleta/Entrega,136303,290,290.0,1,sim,3.0,1.0,SP,1
MG,2025-01-01,Coleta/Entrega,136444,2700,270.0,10,sim,7.0,1.0,MG,1
MG,2025-01-01,Coleta/Entrega,136446,830,276.6666666666667,3,sim,10.0,2.0,MG,1
SP,2025-01-01,Coleta/Entrega,136469,1300,260.0,5,sim,12.0,2.0,SP,1
SP,2025-01-01,Diária,136514,3660,305.0,12,sim,14.0,6.0,SP,1
MG,2025-01-01,Diária,136519,440,220.0,2,sim,5.0,2.0,MG,1
RS,2025-01-01,Ajudante,136521,160,160.0,1,nao,8.0,2.0,RS,0
MG,2025-01-01,Diária,136530,1300,325.0,4,sim,2.0,1.0,MG,1
PR,2025-01-01,Coleta/Entrega,136538,920,230.0,4,nao,2.0,1.0,PR,0
SP,2025-01-01,Diária,136543,5625,375.0,15,sim,1.0,1.0,SP,1
SC,2025-01-01,Coleta/Entrega,136547,1100,220.0,5,nao,9.0,2.0,SC,0
SC,2025-01-01,Diária,136560,230,230.0,1,nao,5.0,3.0,SC,0
MG,2025-01-01,Ajudante,136562,150,150.0,1,sim,1.0,1.0,MG,1
PR,2025-01-01,Diária,136581,3900,325.0,12,sim,4.0,1.0,PR,1
RJ,2025-01-01,Coleta/Entrega,136587,225,225.0,1,nao,5.0,1.0,RJ,0
RJ,2025-01-01,Coleta/Entrega,136588,989,247.25,4,sim,11.0,2.0,RJ,1
RJ,2025-01-01,Coleta/Entrega,136590,660,220.0,3,sim,8.0,1.0,RJ,1
RJ,2025-01-01,Coleta/Entrega,136591,220,220.0,1,sim,3.0,1.0,RJ,1
SP,2025-01-01,Coleta/Entrega,136596,1332,333.0,4,sim,15.0,3.0,SP,1
RJ,2025-01-01,Diária,136599,1300,260.0,5,nao,9.0,4.0,RJ,0
MT,2025-01-01,Diária,136601,3965,305.0,13,sim,3.0,1.0,MT,1
SP,2025-01-01,Diária,136605,4092,372.0,11,sim,8.0,12.0,SP,1
RS,2025-01-01,Diária,136609,610,305.0,2,nao,7.0,2.0,RS,0
ES,2025-01-01,Diária,136612,16195,395.0,41,sim,4.0,3.0,ES,1
SP,2025-01-01,Diária,136615,372,372.0,1,sim,3.0,11.0,SP,1
PR,2025-01-01,Diária,136617,9150,305.0,30,sim,5.0,1.0,PR,1
RJ,2025-01-01,Diária,136643,2080,260.0,8,sim,1.0,1.0,RJ,1
SP_RM,2025-01-01,Diária,136648,1830,305.0,6,sim,2.0,2.0,SP_RM,1
MG,2025-01-01,Diária,136649,520,260.0,2,sim,5.0,2.0,MG,1
SP,2025-01-01,Ajudante,136650,540,180.0,3,sim,3.0,1.0,SP,1
SP,2025-01-01,Diária,136661,3050,305.0,10,sim,6.0,10.0,SP,1
RS,2025-01-01,Ajudante,136662,160,160.0,1,nao,1.0,1.0,RS,0
SP_RM,2025-01-01,Coleta/Entrega,136687,1066,266.5,4,sim,10.0,9.0,SP_RM,1
MG,2025-01-01,Ajudante,136693,150,150.0,1,sim,10.0,4.0,MG,1
SC,2025-01-01,Diária,136697,4500,375.0,12,sim,2.0,1.0,SC,1
SC,2025-01-01,Diária,136700,3937,357.90909090909093,11,sim,17.0,22.0,SC,1
SP,2025-01-01,Diária,136702,4500,375.0,12,sim,4.0,6.0,SP,1
SP_RM,2025-01-01,Coleta/Entrega,136704,610,305.0,2,sim,12.0,2.0,SP_RM,1
SP_RM,2025-01-01,Ajudante,136714,625,125.0,5,sim,1.0,1.0,SP_RM,1
MG,2025-01-01,Coleta/Entrega,136720,1113,278.25,4,sim,7.0,1.0,MG,1
SP,2025-01-01,Coleta/Entrega,136727,287,287.0,1,sim,12.0,2.0,SP,1
RS,2025-01-01,Coleta/Entrega,136729,690,230.0,3,sim,12.0,2.0,RS,1
SP,2025-01-01,Diária,136730,2135,305.0,7,sim,6.0,2.0,SP,1
SP_RM,2025-01-01,Ajudante,136732,150,150.0,1,nao,6.0,2.0,SP_RM,0
SP_RM,2025-01-01,Coleta/Entrega,136733,220,220.0,1,sim,15.0,2.0,SP_RM,1
PR,2025-01-01,Diária,136734,1525,305.0,5,sim,18.0,22.0,PR,1
SP_RM,2025-01-01,Diária,136740,3050,305.0,10,nao,8.0,7.0,SP_RM,0
SC,2025-01-01,Coleta/Entrega,136744,520,260.0,2,sim,8.0,1.0,SC,1
SP,2025-01-01,Ajudante,136748,600,150.0,4,sim,7.0,2.0,SP,1
MS,2025-01-01,Coleta/Entrega,136769,920,230.0,4,sim,6.0,1.0,MS,1
MS,2025-01-01,Coleta/Entrega,136770,230,230.0,1,sim,10.0,2.0,MS,1
RS,2025-01-01,Diária,136773,4980,311.25,16,sim,6.0,2.0,RS,1
RS,2025-01-01,Coleta/Entrega,136775,682,227.33333333333334,3,sim,6.0,1.0,RS,1
PR,2025-01-01,Diária,136789,4270,305.0,14,sim,16.0,17.0,PR,1
ES,2025-01-01,Diária,136799,4270,305.0,14,sim,7.0,2.0,ES,1
SP,2025-01-01,Diária,136811,3720,372.0,10,sim,1.0,1.0,SP,1
MG,2025-01-01,Diária,136820,6405,305.0,21,sim,13.0,12.0,MG,1
SP,2025-01-01,Diária,136866,5625,375.0,15,sim,1.0,1.0,SP,1
SP,2025-01-01,Diária,136874,2135,305.0,7,sim,14.0,8.0,SP,1
PR,2025-01-01,Diária,136881,610,305.0,2,sim,8.0,10.0,PR,1
SP,2025-01-01,Diária,136887,5625,375.0,15,sim,11.0,24.0,SP,1
SE,2025-01-01,Diária,136896,660,220.0,3,sim,5.0,2.0,"(AL, DF, PA, RN, SE)",1
RJ,2025-01-01,Coleta/Entrega,136903,920,230.0,4,sim,10.0,2.0,RJ,1
RJ,2025-01-01,Coleta/Entrega,136905,1610,268.3333333333333,6,nao,8.0,1.0,RJ,0
RS,2025-01-01,Diária,136928,610,305.0,2,sim,15.0,4.0,RS,1
SP_RM,2025-01-01,Diária,136936,750,375.0,2,sim,2.0,4.0,SP_RM,1
MG,2025-01-01,Ajudante,136955,150,150.0,1,nao,10.0,3.0,MG,0
SC,2025-01-01,Diária,136960,915,305.0,3,nao,2.0,1.0,SC,0
SP,2025-01-01,Coleta/Entrega,136969,250,250.0,1,sim,3.0,1.0,SP,1
SP,2025-01-01,Diária,136977,3720,372.0,10,sim,1.0,1.0,SP,1
SP,2025-01-01,Ajudante,136991,240,120.0,2,sim,4.0,1.0,SP,1
SC,2025-01-01,Diária,136992,610,305.0,2,nao,4.0,1.0,SC,0
MG,2025-01-01,Diária,136998,7015,305.0,23,sim,11.0,24.0,MG,1
PE,2025-01-01,Coleta/Entrega,137014,440,220.0,2,sim,10.0,1.0,PE,1
RS,2025-01-01,Coleta/Entrega,137019,2100,300.0,7,sim,12.0,2.0,RS,1
MG,2025-01-01,Ajudante,137023,150,150.0,1,sim,8.0,3.0,MG,1
MG,2025-01-01,Ajudante,137024,150,150.0,1,sim,11.0,3.0,MG,1
SP,2025-01-01,Coleta/Entrega,137042,660,220.0,3,sim,13.0,3.0,SP,1
SP_RM,2025-01-01,Coleta/Entrega,137048,305,305.0,1,nao,13.0,2.0,SP_RM,0
SP_RM,2025-01-01,Ajudante,137049,200,100.0,2,sim,9.0,24.0,SP_RM,1
PR,2025-01-01,Coleta/Entrega,137054,530,265.0,2,sim,12.0,2.0,PR,1
SP_RM,2025-01-01,Coleta/Entrega,137057,260,260.0,1,sim,10.0,2.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,137059,440,220.0,2,sim,12.0,2.0,SP_RM,1
MS,2025-01-01,Ajudante,137064,745,124.16666666666667,6,nao,8.0,4.0,MS,0
SP_RM,2025-01-01,Ajudante,137065,1530,170.0,9,sim,11.0,2.0,SP_RM,1
SP,2025-01-01,Diária,137068,610,305.0,2,nao,17.0,14.0,SP,0
SP,2025-01-01,Ajudante,137069,125,125.0,1,nao,1.0,1.0,SP,0
SP_RM,2025-01-01,Coleta/Entrega,137071,1380,230.0,6,sim,8.0,1.0,SP_RM,1
SP,2025-01-01,Coleta/Entrega,137075,750,375.0,2,sim,8.0,4.0,SP,1
SP,2025-01-01,Ajudante,137081,240,120.0,2,sim,4.0,3.0,SP,1
SC,2025-01-01,Coleta/Entrega,137083,2860,260.0,11,sim,11.0,2.0,SC,1
SC,2025-01-01,Coleta/Entrega,137084,1300,260.0,5,sim,6.0,2.0,SC,1
SC,2025-01-01,Coleta/Entrega,137086,1040,260.0,4,sim,10.0,1.0,SC,1
SP_RM,2025-01-01,Ajudante,137091,125,125.0,1,nao,5.0,4.0,SP_RM,0
PR,2025-01-01,Coleta/Entrega,137111,1500,375.0,4,sim,10.0,3.0,PR,1
SP_RM,2025-01-01,Diária,137125,451,225.5,2,sim,26.0,15.0,SP_RM,1
PR,2025-01-01,Diária,137128,1220,305.0,4,sim,19.0,19.0,PR,1
SP,2025-01-01,Diária,137147,4464,372.0,12,sim,4.0,2.0,SP,1
SP,2025-01-01,Diária,137150,4092,372.0,11,sim,5.0,2.0,SP,1
PR,2025-01-01,Diária,137157,3000,375.0,8,sim,26.0,13.0,PR,1
MG,2025-01-01,Diária,137165,1560,260.0,6,sim,18.0,6.0,MG,1
SP,2025-01-01,Ajudante,137171,300,150.0,2,nao,18.0,21.0,SP,0
SC,2025-01-01,Diária,137175,3355,305.0,11,sim,7.0,20.0,SC,1
SP,2025-01-01,Diária,137179,10980,305.0,36,sim,3.0,1.0,SP,1
GO,2025-01-01,Coleta/Entrega,137186,260,260.0,1,nao,7.0,2.0,GO,0
SP_RM,2025-01-01,Ajudante,137191,420,140.0,3,nao,4.0,1.0,SP_RM,0
SP_RM,2025-01-01,Ajudante,137192,1650,150.0,11,sim,4.0,1.0,SP_RM,1
SP_RM,2025-01-01,Ajudante,137193,420,140.0,3,sim,3.0,1.0,SP_RM,1
SP_RM,2025-01-01,Ajudante,137194,1650,150.0,11,sim,3.0,1.0,SP_RM,1
SP_RM,2025-01-01,Ajudante,137196,450,150.0,3,sim,6.0,2.0,SP_RM,1
SC,2025-01-01,Diária,137223,3770,251.33333333333334,15,sim,3.0,1.0,SC,1
MG,2025-01-01,Coleta/Entrega,137227,2720,160.0,17,nao,4.0,4.0,MG,0
SP,2025-01-01,Ajudante,137239,450,150.0,3,sim,10.0,6.0,SP,1
SP,2025-01-01,Coleta/Entrega,137259,3355,305.0,11,sim,7.0,3.0,SP,1
MG,2025-01-01,Diária,137265,672,336.0,2,sim,7.0,3.0,MG,1
SP_RM,2025-01-01,Diária,137268,520,260.0,2,sim,9.0,20.0,SP_RM,1
SP,2025-01-01,Diária,137269,1830,305.0,6,sim,7.0,2.0,SP,1
RJ,2025-01-01,Coleta/Entrega,137281,238,238.0,1,sim,12.0,1.0,RJ,1
SP,2025-01-01,Ajudante,137285,150,150.0,1,sim,7.0,2.0,SP,1
SP,2025-01-01,Ajudante,137287,150,150.0,1,sim,7.0,4.0,SP,1
SP_RM,2025-01-01,Coleta/Entrega,137289,260,260.0,1,sim,6.0,1.0,SP_RM,1
PB,2025-01-01,Coleta/Entrega,137295,192,192.0,1,sim,1.0,1.0,PB,1
SP,2025-01-01,Diária,137300,4270,305.0,14,sim,15.0,11.0,SP,1
PB,2025-01-01,Ajudante,137303,450,150.0,3,sim,11.0,3.0,PB,1
PB,2025-01-01,Ajudante,137304,300,75.0,4,nao,12.0,8.0,PB,0
SP_RM,2025-01-01,Coleta/Entrega,137316,780,260.0,3,sim,12.0,2.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,137317,260,260.0,1,sim,4.0,1.0,SP_RM,1
SP_RM,2025-01-01,Ajudante,137318,240,120.0,2,sim,8.0,21.0,SP_RM,1
MG,2025-01-01,Ajudante,137322,150,150.0,1,sim,6.0,2.0,MG,1
SP_RM,2025-01-01,Coleta/Entrega,137326,260,260.0,1,sim,6.0,1.0,SP_RM,1
MG,2025-01-01,Coleta/Entrega,137329,1890,270.0,7,sim,10.0,2.0,MG,1
SP_RM,2025-01-01,Diária,137346,7280,260.0,28,sim,3.0,1.0,SP_RM,1
SP,2025-01-01,Ajudante,137352,300,150.0,2,nao,8.0,2.0,SP,0
SP,2025-01-01,Diária,137391,1525,305.0,5,sim,5.0,1.0,SP,1
SP,2025-01-01,Diária,137392,152,152.0,1,sim,4.0,3.0,SP,1
SC,2025-01-01,Ajudante,137393,1000,111.11111111111111,9,nao,10.0,3.0,SC,0
SP_RM,2025-01-01,Ajudante,137400,160,160.0,1,nao,1.0,1.0,SP_RM,0
GO,2025-01-01,Diária,137407,540,270.0,2,nao,6.0,2.0,GO,0
PR,2025-01-01,Coleta/Entrega,137408,975,325.0,3,nao,9.0,5.0,PR,0
SP,2025-01-01,Coleta/Entrega,137419,225,225.0,1,sim,10.0,2.0,SP,1
SC,2025-01-01,Coleta/Entrega,137429,220,220.0,1,nao,8.0,1.0,SC,0
SP_RM,2025-01-01,Coleta/Entrega,137434,520,260.0,2,sim,3.0,1.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,137436,1620,270.0,6,sim,12.0,2.0,SP_RM,1
ES,2025-01-01,Coleta/Entrega,137445,460,230.0,2,sim,12.0,2.0,ES,1
ES,2025-01-01,Coleta/Entrega,137448,220,220.0,1,sim,12.0,26.0,ES,1
SP_RM,2025-01-01,Coleta/Entrega,137449,160,160.0,1,sim,9.0,2.0,SP_RM,1
RS,2025-01-01,Diária,137450,9760,305.0,32,sim,8.0,1.0,RS,1
MT,2025-01-01,Ajudante,137453,150,150.0,1,nao,9.0,4.0,MT,0
SP,2025-01-01,Coleta/Entrega,137460,245,245.0,1,nao,9.0,1.0,SP,0
PR,2025-01-01,Coleta/Entrega,137466,7015,305.0,23,sim,7.0,1.0,PR,1
RJ,2025-01-01,Coleta/Entrega,137469,260,260.0,1,sim,8.0,2.0,RJ,1
RJ,2025-01-01,Ajudante,137475,400,200.0,2,sim,11.0,4.0,RJ,1
PR,2025-01-01,Diária,137476,6270,330.0,19,sim,1.0,1.0,PR,1
SP,2025-01-01,Diária,137477,2100,262.5,8,sim,5.0,1.0,SP,1
SP,2025-01-01,Coleta/Entrega,137479,1719,214.875,8,sim,2.0,1.0,SP,1
MS,2025-01-01,Coleta/Entrega,137488,230,230.0,1,sim,3.0,1.0,MS,1
MS,2025-01-01,Coleta/Entrega,137490,1150,164.28571428571428,7,sim,4.0,1.0,MS,1
RS,2025-01-01,Coleta/Entrega,137502,7280,260.0,28,sim,12.0,2.0,RS,1
RS,2025-01-01,Coleta/Entrega,137506,10140,260.0,39,nao,9.0,1.0,RS,0
GO,2025-01-01,Coleta/Entrega,137510,235,235.0,1,nao,11.0,2.0,GO,0
SP,2025-01-01,Coleta/Entrega,137511,280,280.0,1,sim,12.0,2.0,SP,1
SP,2025-01-01,Coleta/Entrega,137536,164,164.0,1,nao,13.0,2.0,SP,0
SP_RM,2025-01-01,Coleta/Entrega,137541,1100,220.0,5,sim,1.0,1.0,SP_RM,1
SP,2025-01-01,Coleta/Entrega,137554,610,305.0,2,nao,12.0,2.0,SP,0
SP,2025-01-01,Diária,137589,1525,305.0,5,sim,1.0,1.0,SP,1
SC,2025-01-01,Diária,137600,610,305.0,2,sim,8.0,3.0,SC,1
SP,2025-01-01,Coleta/Entrega,137603,2650,265.0,10,sim,9.0,4.0,SP,1
RJ,2025-01-01,Ajudante,137610,250,250.0,1,nao,5.0,1.0,RJ,0
SP,2025-01-01,Ajudante,137611,300,150.0,2,sim,3.0,1.0,SP,1
SP,2025-01-01,Coleta/Entrega,137615,240,240.0,1,nao,3.0,1.0,SP,0
SP,2025-01-01,Coleta/Entrega,137616,1350,270.0,5,sim,9.0,2.0,SP,1
RJ,2025-01-01,Diária,137619,6930,330.0,21,sim,6.0,4.0,RJ,1
SP,2025-01-01,Diária,137623,372,372.0,1,sim,8.0,3.0,SP,1
DF,2025-01-01,Ajudante,137634,172,172.0,1,sim,8.0,17.0,"(AL, DF, PA, RN, SE)",1
MS,2025-01-01,Ajudante,137637,900,150.0,6,nao,17.0,6.0,MS,0
SP_RM,2025-01-01,Diária,137639,6100,305.0,20,sim,7.0,3.0,SP_RM,1
SP,2025-01-01,Diária,137643,372,372.0,1,sim,12.0,2.0,SP,1
SP_RM,2025-01-01,Diária,137657,2040,340.0,6,sim,5.0,1.0,SP_RM,1
SP_RM,2025-02-01,Diária,137662,1700,340.0,5,sim,7.0,2.0,SP_RM,1
PE,2025-01-01,Diária,137665,3300,330.0,10,sim,3.0,2.0,PE,1
SP,2025-01-01,Diária,137666,11250,375.0,30,sim,1.0,1.0,SP,1
SP,2025-01-01,Diária,137669,305,305.0,1,sim,11.0,4.0,SP,1
SP_RM,2025-01-01,Coleta/Entrega,137671,1875,375.0,5,sim,12.0,3.0,SP_RM,1
CE,2025-01-01,Ajudante,137673,100,100.0,1,sim,4.0,1.0,CE,1
RS,2025-01-01,Ajudante,137675,320,160.0,2,nao,7.0,20.0,RS,0
SP,2025-01-01,Coleta/Entrega,137681,266,266.0,1,sim,10.0,1.0,SP,1
SP,2025-01-01,Diária,137684,915,305.0,3,sim,8.0,6.0,SP,1
SP_RM,2025-01-01,Coleta/Entrega,137690,260,260.0,1,nao,6.0,1.0,SP_RM,0
SP_RM,2025-01-01,Ajudante,137691,120,120.0,1,sim,2.0,3.0,SP_RM,1
SP_RM,2025-01-01,Diária,137692,2232,372.0,6,nao,13.0,4.0,SP_RM,0
SP,2025-01-01,Diária,137694,5952,372.0,16,sim,3.0,1.0,SP,1
RJ,2025-01-01,Coleta/Entrega,137695,230,230.0,1,sim,10.0,2.0,RJ,1
SP_RM,2025-01-01,Diária,137701,1525,305.0,5,sim,10.0,3.0,SP_RM,1
MG,2025-01-01,Diária,137704,4225,325.0,13,sim,4.0,4.0,MG,1
SP,2025-01-01,Diária,137705,1830,305.0,6,sim,18.0,7.0,SP,1
SP,2025-01-01,Diária,137706,1830,305.0,6,sim,13.0,4.0,SP,1
MG,2025-01-01,Coleta/Entrega,137714,1647,274.5,6,sim,7.0,1.0,MG,1
SP_RM,2025-01-01,Coleta/Entrega,137737,1590,265.0,6,nao,12.0,2.0,SP_RM,0
SP,2025-01-01,Diária,137739,375,375.0,1,sim,1.0,1.0,SP,1
SP,2025-01-01,Diária,137740,1830,305.0,6,sim,4.0,1.0,SP,1
RJ,2025-01-01,Coleta/Entrega,137742,260,260.0,1,nao,4.0,14.0,RJ,0
RS,2025-01-01,Coleta/Entrega,137744,1400,280.0,5,nao,8.0,1.0,RS,0
SP_RM,2025-01-01,Coleta/Entrega,137755,660,220.0,3,sim,7.0,4.0,SP_RM,1
SP_RM,2025-01-01,Diária,137765,2275,325.0,7,sim,4.0,2.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,137789,220,220.0,1,nao,12.0,1.0,SP_RM,0
MG,2025-01-01,Ajudante,137805,300,150.0,2,nao,7.0,2.0,MG,0
MG,2025-01-01,Ajudante,137807,600,150.0,4,sim,15.0,5.0,MG,1
MG,2025-02-01,Ajudante,137808,150,150.0,1,sim,25.0,6.0,MG,1
SC,2025-01-01,Coleta/Entrega,137825,260,260.0,1,nao,3.0,1.0,SC,0
SP_RM,2025-01-01,Coleta/Entrega,137831,220,220.0,1,sim,7.0,3.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,137835,336,336.0,1,sim,3.0,6.0,SP_RM,1
SP,2025-01-01,Diária,137848,372,372.0,1,nao,14.0,4.0,SP,0
SP_RM,2025-01-01,Coleta/Entrega,137909,1320,330.0,4,sim,7.0,6.0,SP_RM,1
SP_RM,2025-01-01,Ajudante,137926,130,130.0,1,nao,4.0,1.0,SP_RM,0
MG,2025-01-01,Coleta/Entrega,137940,1113,278.25,4,sim,12.0,1.0,MG,1
MG,2025-01-01,Ajudante,137953,150,150.0,1,sim,2.0,1.0,MG,1
MG,2025-02-01,Ajudante,137984,150,150.0,1,sim,8.0,1.0,MG,1
RJ,2025-01-01,Coleta/Entrega,137991,1058,264.5,4,sim,8.0,2.0,RJ,1
SP_RM,2025-01-01,Coleta/Entrega,138003,160,160.0,1,sim,8.0,1.0,SP_RM,1
RJ,2025-01-01,Ajudante,138020,800,200.0,4,sim,5.0,2.0,RJ,1
SP_RM,2025-01-01,Coleta/Entrega,138022,305,305.0,1,sim,11.0,4.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,138025,260,260.0,1,sim,21.0,28.0,SP_RM,1
BA,2025-01-01,Diária,138033,4550,325.0,14,nao,15.0,13.0,BA,0
SC,2025-01-01,Coleta/Entrega,138039,1300,260.0,5,sim,12.0,2.0,SC,1
SC,2025-01-01,Coleta/Entrega,138040,1560,260.0,6,sim,8.0,1.0,SC,1
SP_RM,2025-01-01,Coleta/Entrega,138043,160,160.0,1,sim,8.0,1.0,SP_RM,1
MS,2025-01-01,Coleta/Entrega,138046,1150,230.0,5,sim,7.0,1.0,MS,1
RS,2025-01-01,Diária,138048,915,305.0,3,sim,7.0,5.0,RS,1
SP_RM,2025-01-01,Coleta/Entrega,138050,220,220.0,1,sim,5.0,1.0,SP_RM,1
DF,2025-01-01,Diária,138062,2440,305.0,8,sim,5.0,8.0,"(AL, DF, PA, RN, SE)",1
SP_RM,2025-01-01,Diária,138065,1220,305.0,4,sim,8.0,3.0,SP_RM,1
MG,2025-01-01,Ajudante,138078,300,150.0,2,sim,3.0,2.0,MG,1
RJ,2025-02-01,Coleta/Entrega,138080,460,230.0,2,sim,5.0,1.0,RJ,1
SP_RM,2025-01-01,Coleta/Entrega,138090,320,160.0,2,nao,12.0,3.0,SP_RM,0
SP_RM,2025-01-01,Ajudante,138107,1400,140.0,10,sim,5.0,1.0,SP_RM,1
MG,2025-01-01,Coleta/Entrega,138123,640,160.0,4,sim,2.0,1.0,MG,1
SP_RM,2025-01-01,Ajudante,138124,150,150.0,1,sim,10.0,2.0,SP_RM,1
RS,2025-01-01,Diária,138130,2440,305.0,8,nao,5.0,4.0,RS,0
RS,2025-01-01,Diária,138132,5490,305.0,18,sim,6.0,6.0,RS,1
RS,2025-01-01,Diária,138141,1537,384.25,4,sim,2.0,4.0,RS,1
MG,2025-02-01,Coleta/Entrega,138143,220,220.0,1,nao,2.0,3.0,MG,0
MG,2025-02-01,Coleta/Entrega,138144,220,220.0,1,nao,2.0,1.0,MG,0
SP_RM,2025-01-01,Coleta/Entrega,138148,1320,220.0,6,sim,10.0,3.0,SP_RM,1
SP_RM,2025-01-01,Diária,138159,305,305.0,1,nao,3.0,1.0,SP_RM,0
SP,2025-01-01,Ajudante,138163,150,150.0,1,sim,4.0,1.0,SP,1
SP,2025-01-01,Diária,138167,4270,305.0,14,sim,7.0,4.0,SP,1
GO,2025-02-01,Diária,138170,9750,375.0,26,sim,3.0,1.0,GO,1
GO,2025-01-01,Coleta/Entrega,138171,230,230.0,1,sim,12.0,3.0,GO,1
SC,2025-01-01,Diária,138172,3965,305.0,13,sim,5.0,2.0,SC,1
SC,2025-01-01,Diária,138174,1560,312.0,5,sim,1.0,1.0,SC,1
GO,2025-01-01,Coleta/Entrega,138178,540,270.0,2,sim,3.0,1.0,GO,1
SC,2025-01-01,Diária,138180,1220,305.0,4,sim,4.0,28.0,SC,1
SP_RM,2025-01-01,Coleta/Entrega,138184,225,225.0,1,sim,12.0,2.0,SP_RM,1
MG,2025-01-01,Ajudante,138187,280,140.0,2,nao,9.0,4.0,MG,0
SC,2025-01-01,Coleta/Entrega,138193,5300,265.0,20,sim,11.0,2.0,SC,1
SC,2025-01-01,Coleta/Entrega,138200,5300,265.0,20,sim,9.0,2.0,SC,1
SP_RM,2025-01-01,Coleta/Entrega,138202,1525,305.0,5,sim,12.0,2.0,SP_RM,1
SP_RM,2025-01-01,Coleta/Entrega,138204,3050,305.0,10,sim,7.0,1.0,SP_RM,1
SP_RM,2025-01-01,Ajudante,138205,625,89.28571428571429,7,sim,8.0,4.0,SP_RM,1
SP,2025-01-01,Ajudante,138216,720,180.0,4,sim,3.0,1.0,SP,1
MG,2025-01-01,Coleta/Entrega,138220,960,240.0,4,nao,3.0,2.0,MG,0
GO,2025-01-01,Coleta/Entrega,138222,235,235.0,1,sim,12.0,2.0,GO,1
